10	Suzhou	14f	tone	44	yinping
10	Suzhou	14f	tone	13	yangping
10	Suzhou	14f	tone	53	shang
10	Suzhou	14f	tone	412	yinqu	511
10	Suzhou	14f	tone	231	yangqu	31
10	Suzhou	14f	tone	4	yinru
10	Suzhou	14f	tone	23_	yangru
10	Suzhou	14f	final	i_z
10	Suzhou	14f	final	i
10	Suzhou	14f	final	u
10	Suzhou	14f	final	y
10	Suzhou	14f	final	H`
10	Suzhou	14f	final	A
10	Suzhou	14f	final	iA
10	Suzhou	14f	final	uA
10	Suzhou	14f	final	{
10	Suzhou	14f	final	i{
10	Suzhou	14f	final	E`
10	Suzhou	14f	final	uE`
10	Suzhou	14f	final	o
10	Suzhou	14f	final	io
10	Suzhou	14f	final	2
10	Suzhou	14f	final	i2
10	Suzhou	14f	final	u2
10	Suzhou	14f	final	iI
10	Suzhou	14f	final	Y
10	Suzhou	14f	final	iY
10	Suzhou	14f	final	@u
10	Suzhou	14f	final	@l
10	Suzhou	14f	final	a~
10	Suzhou	14f	final	ia~
10	Suzhou	14f	final	ua~
10	Suzhou	14f	final	A~
10	Suzhou	14f	final	iA~
10	Suzhou	14f	final	ua~
10	Suzhou	14f	final	En
10	Suzhou	14f	final	in
10	Suzhou	14f	final	u@n
10	Suzhou	14f	final	y@n
10	Suzhou	14f	final	ON
10	Suzhou	14f	final	ioN
10	Suzhou	14f	final	a?
10	Suzhou	14f	final	ia?
10	Suzhou	14f	final	ua?
10	Suzhou	14f	final	ya?
10	Suzhou	14f	final	A?
10	Suzhou	14f	final	iA?
10	Suzhou	14f	final	@?
10	Suzhou	14f	final	i@?
10	Suzhou	14f	final	u@?
10	Suzhou	14f	final	y@?
10	Suzhou	14f	final	o?
10	Suzhou	14f	final	io?
10	Suzhou	14f	final	m=
10	Suzhou	14f	final	n=
10	Suzhou	14f	final	N=
10	Suzhou	14f	initial	p
10	Suzhou	14f	initial	p_h
10	Suzhou	14f	initial	b
10	Suzhou	14f	initial	m
10	Suzhou	14f	initial	f
10	Suzhou	14f	initial	v
10	Suzhou	14f	initial	t
10	Suzhou	14f	initial	t_h
10	Suzhou	14f	initial	d
10	Suzhou	14f	initial	n
10	Suzhou	14f	initial	l
10	Suzhou	14f	initial	ts
10	Suzhou	14f	initial	ts_h
10	Suzhou	14f	initial	s
10	Suzhou	14f	initial	z
10	Suzhou	14f	initial	tc\
10	Suzhou	14f	initial	tc\_h
10	Suzhou	14f	initial	dz\
10	Suzhou	14f	initial	n\
10	Suzhou	14f	initial	c\
10	Suzhou	14f	initial	k
10	Suzhou	14f	initial	k_h
10	Suzhou	14f	initial	g
10	Suzhou	14f	initial	N
10	Suzhou	14f	initial	h
10	Suzhou	14f	initial	h\
10	Suzhou	14f	initial	Ø
11	Wenzhou	15-17	tone	44	yinping	33
11	Wenzhou	15-17	tone	341	yangping	31
11	Wenzhou	15-17	tone	242	yinshang	35
11	Wenzhou	15-17	tone	24	yangshang	24
11	Wenzhou	15-17	tone	51	yinqu	42
11	Wenzhou	15-17	tone	22	yangqu	11
11	Wenzhou	15-17	tone	41	yinru	313
11	Wenzhou	15-17	tone	21	yangru	212
11	Wenzhou	15-17	final	i_z
11	Wenzhou	15-17	final	i
11	Wenzhou	15-17	final	u
11	Wenzhou	15-17	final	y
11	Wenzhou	15-17	final	a
11	Wenzhou	15-17	final	ia
11	Wenzhou	15-17	final	ua
11	Wenzhou	15-17	final	E
11	Wenzhou	15-17	final	iE
11	Wenzhou	15-17	final	e
11	Wenzhou	15-17	final	@
11	Wenzhou	15-17	final	2
11	Wenzhou	15-17	final	uO
11	Wenzhou	15-17	final	yO
11	Wenzhou	15-17	final	o
11	Wenzhou	15-17	final	yo
11	Wenzhou	15-17	final	ai
11	Wenzhou	15-17	final	iai
11	Wenzhou	15-17	final	uai
11	Wenzhou	15-17	final	ei
11	Wenzhou	15-17	final	au
11	Wenzhou	15-17	final	iau
11	Wenzhou	15-17	final	7u
11	Wenzhou	15-17	final	ieu
11	Wenzhou	15-17	final	2y
