leg	103	腿	t_huei213
leg	103	腿	t_huei213
leg	103	腿	t_huei45
leg	103	腿	t_hei214
leg	103	腿	t_huei53
leg	103	腿	t_huei53
leg	103	腿	t_huei53
leg	103	腿	t_huei11
leg	103	腿	t_ha213
leg	103	膀	phA~52
leg	103	腳腳	tc\ia41-3 tc\ia41
leg	103	腿,腿把子	(1) t_hei41, t_hei31 pa55 tsi_z0
leg	103	腿	t_hue42
leg	103	腿	t_hui213
leg	103	腿	t_hui31
leg	103	腿肚子	tc\iAu55 tu21 tse23-33
leg	103	腿	t_h2y35
leg	103	骹腿	k_ha55-53 l2y32
leg	103	骹骨	k_ha55-22 kut32_
dig	103	挖	uA`55
dig	103	挖	ua44
dig	103	挖	va214
dig	103	挖	ua213
dig	103	挖	va21
dig	103	挖	uA21
dig	103	挖,包+刀,?	(1) ua45, (2) p_hau21, (3) tsua21
dig	103	挖	uA31
dig	103	挖	va?32_
dig	103	挖	ua?4
dig	103	?	lau44
dig	103	挖	ua24
dig	103	挖	ua13
dig	103	挖	ua42
dig	103	挖	vat1
dig	103	挖	uA`55
dig	103	挖	uat3
dig	103	挖	ua?24_
dig	103	手+烏	O53
play	104	玩兒	uar35
play	104	玩兒	uar24
play	104	玩兒	v@r53
play	104	玩兒	uEr35
play	104	耍	sua53
play	104	耍	fA53
play	104	耍	sua53
play	104	玩	uA~13
play	104	嬉	si_z55
play	104	白相	b@?23_ sia~412-13
play	104	嬉	si_z44
play	104	玩	uan13
play	104	耍	sO42
play	104	玩	uan45
play	104	?,?	(1) kau31, (2) liau53
play	104	耍	suA`23
play	104	玩	uan21
play	104	嬉?,骨+交遛	(1) hi55-53 hie212, (2) k_ha55 lieu53
play	104	??	ts_hit32_-5 t_ho24
night	104	晚上	uan213-21 s`AN51
night	104	晚上,??,????	(1) uan213-21 s`aN0, (2) c\ia53 x@r44, (3) c\ia53 uar213-21 xei44
night	104	晚上	v{~45-213 s`AN0
night	104	???	xou334 s`i`0
night	104	晚上	v{~53 sQ~45
night	104	黑咧	xei21 liE0
night	104	晚上,黑了	(1) uan53-45 saN213-21, (2) xe21-55 l@u21
night	104	晚上	uA~11-22 sA~44-22
night	104	夜下	io31-53 xo0
night	104	夜裡向	iA412-44 li0 c\ia~412-21
night	104	黃昏	h\341-33 c\y44-22
night	104	晚上,夜間子	(1) uan41 san11, (2) ia11 ka0 tsi_z0
night	104	夜裡	iO11 li0
night	104	夜晚	ia21 uan213
night	104	暗晡	am53 pu33
night	104	夜下	iA`21 xA`22
night	104	晚上	man23 s9N22
night	104	?晡	maN53-55 muo55
night	104	下昏	e22-21 hN=55
tail	105	尾	uei213
tail	105	尾巴	uei213-21 pa0
tail	105	尾巴	i45-213 pa0
tail	105	尾巴	uei214-21 pa334
tail	105	尾巴	vei53 pa0
tail	105	尾巴	i53 pA0
tail	105	尾巴,尾子	(1) uei53-45 pa55, (2) uei53-55 tsi_z53
tail	105	尾巴	uei11-22 pA0
tail	105	尾巴	vi213-31 po55
tail	105	尾巴	n`i231-22 po44
tail	105	尾巴	mei24 po44-42 N=0
tail	105	尾巴	uei41 pa0
tail	105	尾巴	ui42 pa0
tail	105	尾巴	ui213 pa0
tail	105	尾巴	mi33 pa33
tail	105	尾巴	uei23 pA`42-22
tail	105	尾巴	mei23
tail	105	尾巴	muoi32 muoi32
tail	105	尾巴,尾	(1) me53-55 pa55, (2) me53
smell	105	聞	u@n35
smell	105	聞	u@n24
smell	105	聞	ve~53
smell	105	聞	u@n52
smell	105	聞	v@N21
smell	105	聞	ve~24
smell	105	聞	u@n21
smell	105	聞	u@n13
smell	105	碰～	p_hA~35
smell	105	聞	m22n13
smell	105	嗅<!sic!, would expect no nasal coda>	hoN51
smell	105	聞	u@n13
smell	105	嗅	c\i7N35
smell	105	聞,嗅	(1) un45, (2) c\iuN45
smell	105	鼻	p_hi53
smell	105	聞	u7N22
smell	105	聞	m6n21
smell	105	鼻	pEi242
smell	105	鼻	p_hi22
I	106	我	uo213
I	106	我	uo213
I	106	我	vO45
I	106	我	uO214
I	106	我	G753
I	106	我	N753
I	106	我	No53
