vomit	77	吐	t_hu51
vomit	77	吐	t_hu53
vomit	77	吐	t_hu31
vomit	77	嘔吐	ou213-35 t_hu214
vomit	77	嘔?	t_hu53 l@0
vomit	77	嘔吐	Nou21 t_hu53
vomit	77	發吐了,吐了,嘔了	(1) fa21-55 t_hu53 lo21, (2) t_hu53-55 lo21, (3) N@u53-45 lo21
vomit	77	吐,嘔吐	(1) t_hu44, (2) @M11-22 t_hu44-22
vomit	77	?惡	fO55-45 No?32_
vomit	77	嘔	Y53
vomit	77	吐	t_h2y51
vomit	77	吐	t_hu55
vomit	77	囗,帶囗	(1) xue42, (2) ta35-5 xue42
vomit	77	嘔,吐	(1) NiEu213, (2) thu213
vomit	77	翻	p_hon33
vomit	77	吐	t_hu25
vomit	77	嘔吐	N6u35 t_hou33
vomit	77	吐	t_hou212
vomit	77	吐	t_ho21
fear	77	怕	p_hAA51
fear	77	怕	p_ha53
fear	77	怕	p_ha31
fear	77	怕	p_ha334
fear	77	怕	p_ha45
fear	77	怕	p_hA44
fear	77	怕,?	(1) p_ha213, (2) ts_ha213
fear	77	怕	p_hA44
fear	77	怕	p_ho35
fear	77	怕	p_ho412
fear	77	唬	ho41
fear	77	怕	p_ha55
fear	77	怕	p_hO35
fear	77	怕	p_ha213
fear	77	怕,畏,驚	(1) p_ha53, (2) vi53, (3) kiaN44
fear	77	怕	p_hAA25
fear	77	怕	p_ha33
fear	77	驚	kiaN55
fear	77	驚	kia~55
skin	78	皮膚	p_hi35 fu0
skin	78	肉皮兒	z`ou53 p_hi@r24
skin	78	皮膚	p_hi53 fu214
skin	78	皮膚	p_hi35 fu52
skin	78	皮膚	p_hi21 fu21
skin	78	皮膚	p_hi24
skin	78	皮皮,膚子	(1) p_hi21-55 p_hi21-55, (2) p_hi21-55 tsi_z53
skin	78	皮膚	p_hi13 fu31
skin	78	皮	p_hi_z44
skin	78	皮膚	bi13-22 fu44-31
skin	78	皮膚	bei314-33 fu44-22
skin	78	皮膚	pi13 fu33
skin	78	皮	p_hi13
skin	78	皮膚	p_hi24 fu0
skin	78	皮	p_hi11
skin	78	皮膚	pi22 fu42-22
skin	78	皮膚	p_hei21 fu53
skin	78	皮膚,皮	(1) p_huoi53-55 u55, (2) p_huoi53
skin	78	皮	p_he21
float	78	漂浮	p_hiAu55 fu35
float	78	漂浮	p_hiau44 fu214
float	78	漂浮	p_hiO214 fu53
float	78	漂浮	p_hiau53 fu35
float	78	漂浮	p_hiAu21
float	78	漂,浮	(1) p_hiau21, (2) fu24
float	78	漂浮	p_hiau45
float	78	漂浮,浮,漂	(1) p_hiO31 fu13, (2) fu13, (3) piO31
float	78	浮,漂浮	(1) fu44, (2) p_hie55 fu44
float	78	?	th@n52
float	78	浮,?	(1) v@341, (2) taN51
float	78	漂浮	p_hiau33 fu0
float	78	漂	b713
float	78	漂,浮,漂浮	(1) p_hiEu42, (2) f@u45, (3) p_hiEu42 fEu45
float	78	浮	feu11
float	78	浮倒	fu22 tAu23-33
float	78	漂浮	p_hiu53 f6u21
float	78	漂口+禮,浮口+禮	(1) p_hieu55 lE32, (2) p_hu53 lE32
float	78	浮	p_hu24
smooth	79	平	p_hiN35
smooth	79	平	p_hiN24
smooth	79	平	p_hiN53
smooth	79	平	p_hiN35
smooth	79	平	p_hiN21
smooth	79	平	p_hiN24
smooth	79	平	p_hin21
smooth	79	平	hin13
smooth	79	平	hiA~44
smooth	79	平	bin13
smooth	79	平	beN341
smooth	79	平	pin13
smooth	79	平	p_hiO13
smooth	79	平	p_hin24
smooth	79	平	p_hiaN11
smooth	79	平	pei22
smooth	79	平	p_hEN21
smooth	79	平	paN53
smooth	79	平	pi~24
wife	79	妻子	tc\_hi55 tsi_z0
wife	79	老婆,媳婦兒,????	(1) lau213-21 p_h70, (2) c\i213-21 fur0, (3) lau213-21 niaN24 m@r0
wife	79	妻子	tc\_hi213-21 tsi_z0
wife	79	老婆	lau213 p_h@0
wife	79	老婆	lau53 p_h721
wife	79	媳婦兒(年輕時稱),??(中老年時稱),???(有了小孩時稱),屋裡人(與外人相對)	(1) c\i21 fur0, (2) p_ho24 niAN0, (3) uA44 t_hA24 mA21, (4) u21 ni0 z`e~24
wife	79	老婆,老娘兒(多用與BC),女的(婚後,男方對女方的稱呼)	(1) lau53-45 p_ho21, (2) lau53-45 n`i@r21, (3) n`y53-45 li55
wife	79	老婆	lO11 p_ho13
wife	79	??,女人(尊稱對方的妻子)	(1) n7213-32 y31-21, (2) n`y213 iA~44
wife	79	家主婆	kA44 tsHH52-44 bu13-21
wife	79	老安	l@24-42 y44-21
wife	79	妻子,堂客(BC),內當家,婆婆子(SC)	(1) tc\_hi33 tsi_z0, (2) tan13 k_h@0, (3) lei11 tan33 tc\ia33, (4) po13 po0 tsi_z0
wife	79	堂客	t_hON13 ke13-33
wife	79	妻子,老婆	(1) tc\_hi42 tsi_z0, (2) lau213 p_ho0
wife	79	老婆	lau31 p_ho11
wife	79	老婆	lAu23 puo22
wife	79	妻子	ts_h6i53 tsi35
